,feature,importance,fold
312,ACTIVE_DAYS_CREDIT_ENDDATE_MAX,173,3
313,ACTIVE_DAYS_CREDIT_ENDDATE_MEAN,219,3
314,ACTIVE_DAYS_CREDIT_UPDATE_MEAN,209,3
315,ACTIVE_CREDIT_DAY_OVERDUE_MAX,3,3
316,ACTIVE_CREDIT_DAY_OVERDUE_MEAN,8,3
317,ACTIVE_AMT_CREDIT_MAX_OVERDUE_MEAN,190,3
318,ACTIVE_AMT_CREDIT_SUM_MAX,179,3
319,ACTIVE_AMT_CREDIT_SUM_MEAN,163,3
320,ACTIVE_AMT_CREDIT_SUM_SUM,257,3
321,ACTIVE_AMT_CREDIT_SUM_DEBT_MAX,116,3
322,ACTIVE_AMT_CREDIT_SUM_DEBT_MEAN,184,3
323,ACTIVE_AMT_CREDIT_SUM_DEBT_SUM,136,3
324,ACTIVE_AMT_CREDIT_SUM_OVERDUE_MEAN,37,3
325,ACTIVE_AMT_CREDIT_SUM_LIMIT_MEAN,134,3
326,ACTIVE_AMT_CREDIT_SUM_LIMIT_SUM,57,3
327,ACTIVE_AMT_ANNUITY_MAX,46,3
328,ACTIVE_AMT_ANNUITY_MEAN,36,3
329,ACTIVE_CNT_CREDIT_PROLONG_SUM,5,3
330,ACTIVE_MONTHS_BALANCE_MIN_MIN,35,3
331,ACTIVE_MONTHS_BALANCE_MAX_MAX,16,3
332,ACTIVE_MONTHS_BALANCE_SIZE_MEAN,124,3
333,ACTIVE_MONTHS_BALANCE_SIZE_SUM,57,3
334,CLOSED_DAYS_CREDIT_MIN,95,3
335,CLOSED_DAYS_CREDIT_MAX,266,3
336,CLOSED_DAYS_CREDIT_MEAN,114,3
337,CLOSED_DAYS_CREDIT_VAR,154,3
338,CLOSED_DAYS_CREDIT_ENDDATE_MIN,97,3
339,CLOSED_DAYS_CREDIT_ENDDATE_MAX,255,3
340,CLOSED_DAYS_CREDIT_ENDDATE_MEAN,92,3
341,CLOSED_DAYS_CREDIT_UPDATE_MEAN,172,3
342,CLOSED_CREDIT_DAY_OVERDUE_MAX,0,3
343,CLOSED_CREDIT_DAY_OVERDUE_MEAN,0,3
344,CLOSED_AMT_CREDIT_MAX_OVERDUE_MEAN,125,3
345,CLOSED_AMT_CREDIT_SUM_MAX,141,3
346,CLOSED_AMT_CREDIT_SUM_MEAN,215,3
347,CLOSED_AMT_CREDIT_SUM_SUM,171,3
348,CLOSED_AMT_CREDIT_SUM_DEBT_MAX,30,3
349,CLOSED_AMT_CREDIT_SUM_DEBT_MEAN,11,3
350,CLOSED_AMT_CREDIT_SUM_DEBT_SUM,5,3
351,CLOSED_AMT_CREDIT_SUM_OVERDUE_MEAN,0,3
352,CLOSED_AMT_CREDIT_SUM_LIMIT_MEAN,9,3
353,CLOSED_AMT_CREDIT_SUM_LIMIT_SUM,5,3
354,CLOSED_AMT_ANNUITY_MAX,68,3
355,CLOSED_AMT_ANNUITY_MEAN,26,3
356,CLOSED_CNT_CREDIT_PROLONG_SUM,0,3
357,CLOSED_MONTHS_BALANCE_MIN_MIN,20,3
358,CLOSED_MONTHS_BALANCE_MAX_MAX,12,3
359,CLOSED_MONTHS_BALANCE_SIZE_MEAN,105,3
360,CLOSED_MONTHS_BALANCE_SIZE_SUM,68,3
361,PREV_AMT_ANNUITY_MIN,133,3
362,PREV_AMT_ANNUITY_MAX,116,3
363,PREV_AMT_ANNUITY_MEAN,199,3
364,PREV_AMT_APPLICATION_MIN,51,3
365,PREV_AMT_APPLICATION_MAX,43,3
366,PREV_AMT_APPLICATION_MEAN,93,3
367,PREV_AMT_CREDIT_MIN,64,3
368,PREV_AMT_CREDIT_MAX,74,3
369,PREV_AMT_CREDIT_MEAN,105,3
370,PREV_APP_CREDIT_PERC_MIN,123,3
371,PREV_APP_CREDIT_PERC_MAX,116,3
372,PREV_APP_CREDIT_PERC_MEAN,142,3
373,PREV_APP_CREDIT_PERC_VAR,198,3
374,PREV_AMT_DOWN_PAYMENT_MIN,60,3
375,PREV_AMT_DOWN_PAYMENT_MAX,98,3
376,PREV_AMT_DOWN_PAYMENT_MEAN,114,3
377,PREV_AMT_GOODS_PRICE_MIN,94,3
378,PREV_AMT_GOODS_PRICE_MAX,28,3
379,PREV_AMT_GOODS_PRICE_MEAN,58,3
380,PREV_HOUR_APPR_PROCESS_START_MIN,36,3
381,PREV_HOUR_APPR_PROCESS_START_MAX,76,3
382,PREV_HOUR_APPR_PROCESS_START_MEAN,136,3
383,PREV_RATE_DOWN_PAYMENT_MIN,46,3
384,PREV_RATE_DOWN_PAYMENT_MAX,70,3
385,PREV_RATE_DOWN_PAYMENT_MEAN,86,3
386,PREV_DAYS_DECISION_MIN,141,3
387,PREV_DAYS_DECISION_MAX,169,3
388,PREV_DAYS_DECISION_MEAN,137,3
389,PREV_CNT_PAYMENT_MEAN,289,3
390,PREV_CNT_PAYMENT_SUM,73,3
391,PREV_NAME_CONTRACT_TYPE_Cashloans_MEAN,22,3
392,PREV_NAME_CONTRACT_TYPE_Consumerloans_MEAN,25,3
393,PREV_NAME_CONTRACT_TYPE_Revolvingloans_MEAN,21,3
394,PREV_NAME_CONTRACT_TYPE_XNA_MEAN,0,3
395,PREV_NAME_CONTRACT_TYPE_nan_MEAN,0,3
396,PREV_WEEKDAY_APPR_PROCESS_START_FRIDAY_MEAN,93,3
397,PREV_WEEKDAY_APPR_PROCESS_START_MONDAY_MEAN,85,3
398,PREV_WEEKDAY_APPR_PROCESS_START_SATURDAY_MEAN,93,3
399,PREV_WEEKDAY_APPR_PROCESS_START_SUNDAY_MEAN,55,3
400,PREV_WEEKDAY_APPR_PROCESS_START_THURSDAY_MEAN,108,3
401,PREV_WEEKDAY_APPR_PROCESS_START_TUESDAY_MEAN,66,3
402,PREV_WEEKDAY_APPR_PROCESS_START_WEDNESDAY_MEAN,97,3
403,PREV_WEEKDAY_APPR_PROCESS_START_nan_MEAN,0,3
404,PREV_FLAG_LAST_APPL_PER_CONTRACT_N_MEAN,16,3
405,PREV_FLAG_LAST_APPL_PER_CONTRACT_Y_MEAN,0,3
406,PREV_FLAG_LAST_APPL_PER_CONTRACT_nan_MEAN,0,3
407,PREV_NAME_CASH_LOAN_PURPOSE_Buildingahouseoranannex_MEAN,0,3
408,PREV_NAME_CASH_LOAN_PURPOSE_Businessdevelopment_MEAN,0,3
409,PREV_NAME_CASH_LOAN_PURPOSE_Buyingagarage_MEAN,0,3
410,PREV_NAME_CASH_LOAN_PURPOSE_Buyingaholidayhomeland_MEAN,0,3
411,PREV_NAME_CASH_LOAN_PURPOSE_Buyingahome_MEAN,0,3
412,PREV_NAME_CASH_LOAN_PURPOSE_Buyinganewcar_MEAN,0,3
413,PREV_NAME_CASH_LOAN_PURPOSE_Buyingausedcar_MEAN,2,3
414,PREV_NAME_CASH_LOAN_PURPOSE_Carrepairs_MEAN,5,3
415,PREV_NAME_CASH_LOAN_PURPOSE_Education_MEAN,0,3
416,PREV_NAME_CASH_LOAN_PURPOSE_Everydayexpenses_MEAN,0,3
417,PREV_NAME_CASH_LOAN_PURPOSE_Furniture_MEAN,0,3
418,PREV_NAME_CASH_LOAN_PURPOSE_Gasificationwatersupply_MEAN,0,3
419,PREV_NAME_CASH_LOAN_PURPOSE_Hobby_MEAN,0,3
420,PREV_NAME_CASH_LOAN_PURPOSE_Journey_MEAN,0,3
421,PREV_NAME_CASH_LOAN_PURPOSE_Medicine_MEAN,3,3
422,PREV_NAME_CASH_LOAN_PURPOSE_Moneyforathirdperson_MEAN,0,3
423,PREV_NAME_CASH_LOAN_PURPOSE_Other_MEAN,3,3
424,PREV_NAME_CASH_LOAN_PURPOSE_Paymentsonotherloans_MEAN,0,3
425,PREV_NAME_CASH_LOAN_PURPOSE_Purchaseofelectronicequipment_MEAN,0,3
426,PREV_NAME_CASH_LOAN_PURPOSE_Refusaltonamethegoal_MEAN,0,3
427,PREV_NAME_CASH_LOAN_PURPOSE_Repairs_MEAN,23,3
428,PREV_NAME_CASH_LOAN_PURPOSE_Urgentneeds_MEAN,21,3
429,PREV_NAME_CASH_LOAN_PURPOSE_Weddinggiftholiday_MEAN,0,3
430,PREV_NAME_CASH_LOAN_PURPOSE_XAP_MEAN,2,3
431,PREV_NAME_CASH_LOAN_PURPOSE_XNA_MEAN,26,3
432,PREV_NAME_CASH_LOAN_PURPOSE_nan_MEAN,0,3
433,PREV_NAME_CONTRACT_STATUS_Approved_MEAN,72,3
434,PREV_NAME_CONTRACT_STATUS_Canceled_MEAN,44,3
435,PREV_NAME_CONTRACT_STATUS_Refused_MEAN,100,3
436,PREV_NAME_CONTRACT_STATUS_Unusedoffer_MEAN,6,3
437,PREV_NAME_CONTRACT_STATUS_nan_MEAN,0,3
438,PREV_NAME_PAYMENT_TYPE_Cashthroughthebank_MEAN,54,3
439,PREV_NAME_PAYMENT_TYPE_Cashlessfromtheaccountoftheemployer_MEAN,0,3
440,PREV_NAME_PAYMENT_TYPE_Noncashfromyouraccount_MEAN,3,3
441,PREV_NAME_PAYMENT_TYPE_XNA_MEAN,102,3
442,PREV_NAME_PAYMENT_TYPE_nan_MEAN,0,3
443,PREV_CODE_REJECT_REASON_CLIENT_MEAN,0,3
444,PREV_CODE_REJECT_REASON_HC_MEAN,35,3
445,PREV_CODE_REJECT_REASON_LIMIT_MEAN,10,3
446,PREV_CODE_REJECT_REASON_SCO_MEAN,46,3
447,PREV_CODE_REJECT_REASON_SCOFR_MEAN,12,3
448,PREV_CODE_REJECT_REASON_SYSTEM_MEAN,0,3
449,PREV_CODE_REJECT_REASON_VERIF_MEAN,2,3
450,PREV_CODE_REJECT_REASON_XAP_MEAN,71,3
451,PREV_CODE_REJECT_REASON_XNA_MEAN,0,3
452,PREV_CODE_REJECT_REASON_nan_MEAN,0,3
453,PREV_NAME_TYPE_SUITE_Children_MEAN,6,3
454,PREV_NAME_TYPE_SUITE_Family_MEAN,75,3
455,PREV_NAME_TYPE_SUITE_Groupofpeople_MEAN,0,3
456,PREV_NAME_TYPE_SUITE_Other_A_MEAN,6,3
457,PREV_NAME_TYPE_SUITE_Other_B_MEAN,9,3
458,PREV_NAME_TYPE_SUITE_Spousepartner_MEAN,25,3
459,PREV_NAME_TYPE_SUITE_Unaccompanied_MEAN,111,3
460,PREV_NAME_TYPE_SUITE_nan_MEAN,119,3
461,PREV_NAME_CLIENT_TYPE_New_MEAN,97,3
462,PREV_NAME_CLIENT_TYPE_Refreshed_MEAN,88,3
463,PREV_NAME_CLIENT_TYPE_Repeater_MEAN,40,3
464,PREV_NAME_CLIENT_TYPE_XNA_MEAN,0,3
465,PREV_NAME_CLIENT_TYPE_nan_MEAN,0,3
466,PREV_NAME_GOODS_CATEGORY_AdditionalService_MEAN,0,3
467,PREV_NAME_GOODS_CATEGORY_Animals_MEAN,0,3
468,PREV_NAME_GOODS_CATEGORY_AudioVideo_MEAN,38,3
469,PREV_NAME_GOODS_CATEGORY_AutoAccessories_MEAN,4,3
470,PREV_NAME_GOODS_CATEGORY_ClothingandAccessories_MEAN,7,3
471,PREV_NAME_GOODS_CATEGORY_Computers_MEAN,51,3
472,PREV_NAME_GOODS_CATEGORY_ConstructionMaterials_MEAN,9,3
473,PREV_NAME_GOODS_CATEGORY_ConsumerElectronics_MEAN,37,3
474,PREV_NAME_GOODS_CATEGORY_DirectSales_MEAN,0,3
475,PREV_NAME_GOODS_CATEGORY_Education_MEAN,0,3
476,PREV_NAME_GOODS_CATEGORY_Fitness_MEAN,0,3
477,PREV_NAME_GOODS_CATEGORY_Furniture_MEAN,40,3
478,PREV_NAME_GOODS_CATEGORY_Gardening_MEAN,14,3
479,PREV_NAME_GOODS_CATEGORY_Homewares_MEAN,6,3
480,PREV_NAME_GOODS_CATEGORY_HouseConstruction_MEAN,0,3
481,PREV_NAME_GOODS_CATEGORY_Insurance_MEAN,0,3
482,PREV_NAME_GOODS_CATEGORY_Jewelry_MEAN,0,3
483,PREV_NAME_GOODS_CATEGORY_MedicalSupplies_MEAN,0,3
484,PREV_NAME_GOODS_CATEGORY_Medicine_MEAN,3,3
485,PREV_NAME_GOODS_CATEGORY_Mobile_MEAN,70,3
486,PREV_NAME_GOODS_CATEGORY_OfficeAppliances_MEAN,0,3
487,PREV_NAME_GOODS_CATEGORY_Other_MEAN,15,3
488,PREV_NAME_GOODS_CATEGORY_PhotoCinemaEquipment_MEAN,49,3
489,PREV_NAME_GOODS_CATEGORY_SportandLeisure_MEAN,27,3
490,PREV_NAME_GOODS_CATEGORY_Tourism_MEAN,0,3
491,PREV_NAME_GOODS_CATEGORY_Vehicles_MEAN,1,3
492,PREV_NAME_GOODS_CATEGORY_Weapon_MEAN,0,3
493,PREV_NAME_GOODS_CATEGORY_XNA_MEAN,36,3
494,PREV_NAME_GOODS_CATEGORY_nan_MEAN,0,3
495,PREV_NAME_PORTFOLIO_Cards_MEAN,24,3
496,PREV_NAME_PORTFOLIO_Cars_MEAN,0,3
497,PREV_NAME_PORTFOLIO_Cash_MEAN,57,3
498,PREV_NAME_PORTFOLIO_POS_MEAN,49,3
499,PREV_NAME_PORTFOLIO_XNA_MEAN,35,3
500,PREV_NAME_PORTFOLIO_nan_MEAN,0,3
501,PREV_NAME_PRODUCT_TYPE_XNA_MEAN,59,3
502,PREV_NAME_PRODUCT_TYPE_walkin_MEAN,67,3
503,PREV_NAME_PRODUCT_TYPE_xsell_MEAN,40,3
504,PREV_NAME_PRODUCT_TYPE_nan_MEAN,0,3
505,PREV_CHANNEL_TYPE_APCashloan_MEAN,22,3
506,PREV_CHANNEL_TYPE_Cardealer_MEAN,0,3
507,PREV_CHANNEL_TYPE_Channelofcorporatesales_MEAN,48,3
508,PREV_CHANNEL_TYPE_Contactcenter_MEAN,60,3
509,PREV_CHANNEL_TYPE_Countrywide_MEAN,77,3
510,PREV_CHANNEL_TYPE_Creditandcashoffices_MEAN,110,3
511,PREV_CHANNEL_TYPE_RegionalLocal_MEAN,24,3
512,PREV_CHANNEL_TYPE_Stone_MEAN,71,3
513,PREV_CHANNEL_TYPE_nan_MEAN,0,3
514,PREV_NAME_SELLER_INDUSTRY_Autotechnology_MEAN,12,3
515,PREV_NAME_SELLER_INDUSTRY_Clothing_MEAN,15,3
516,PREV_NAME_SELLER_INDUSTRY_Connectivity_MEAN,89,3
517,PREV_NAME_SELLER_INDUSTRY_Construction_MEAN,32,3
518,PREV_NAME_SELLER_INDUSTRY_Consumerelectronics_MEAN,75,3
519,PREV_NAME_SELLER_INDUSTRY_Furniture_MEAN,10,3
520,PREV_NAME_SELLER_INDUSTRY_Industry_MEAN,9,3
521,PREV_NAME_SELLER_INDUSTRY_Jewelry_MEAN,0,3
522,PREV_NAME_SELLER_INDUSTRY_MLMpartners_MEAN,0,3
523,PREV_NAME_SELLER_INDUSTRY_Tourism_MEAN,0,3
524,PREV_NAME_SELLER_INDUSTRY_XNA_MEAN,36,3
525,PREV_NAME_SELLER_INDUSTRY_nan_MEAN,0,3
526,PREV_NAME_YIELD_GROUP_XNA_MEAN,76,3
527,PREV_NAME_YIELD_GROUP_high_MEAN,196,3
528,PREV_NAME_YIELD_GROUP_low_action_MEAN,120,3
529,PREV_NAME_YIELD_GROUP_low_normal_MEAN,95,3
530,PREV_NAME_YIELD_GROUP_middle_MEAN,74,3
531,PREV_NAME_YIELD_GROUP_nan_MEAN,0,3
532,PREV_PRODUCT_COMBINATION_CardStreet_MEAN,39,3
533,PREV_PRODUCT_COMBINATION_CardXSell_MEAN,12,3
534,PREV_PRODUCT_COMBINATION_Cash_MEAN,34,3
535,PREV_PRODUCT_COMBINATION_CashStreethigh_MEAN,29,3
536,PREV_PRODUCT_COMBINATION_CashStreetlow_MEAN,76,3
537,PREV_PRODUCT_COMBINATION_CashStreetmiddle_MEAN,31,3
538,PREV_PRODUCT_COMBINATION_CashXSellhigh_MEAN,87,3
539,PREV_PRODUCT_COMBINATION_CashXSelllow_MEAN,84,3
540,PREV_PRODUCT_COMBINATION_CashXSellmiddle_MEAN,74,3
541,PREV_PRODUCT_COMBINATION_POShouseholdwithinterest_MEAN,45,3
542,PREV_PRODUCT_COMBINATION_POShouseholdwithoutinterest_MEAN,17,3
543,PREV_PRODUCT_COMBINATION_POSindustrywithinterest_MEAN,48,3
544,PREV_PRODUCT_COMBINATION_POSindustrywithoutinterest_MEAN,16,3
545,PREV_PRODUCT_COMBINATION_POSmobilewithinterest_MEAN,27,3
546,PREV_PRODUCT_COMBINATION_POSmobilewithoutinterest_MEAN,11,3
547,PREV_PRODUCT_COMBINATION_POSotherwithinterest_MEAN,28,3
548,PREV_PRODUCT_COMBINATION_POSotherswithoutinterest_MEAN,0,3
549,PREV_PRODUCT_COMBINATION_nan_MEAN,0,3
550,APPROVED_AMT_ANNUITY_MIN,105,3
551,APPROVED_AMT_ANNUITY_MAX,106,3
552,APPROVED_AMT_ANNUITY_MEAN,186,3
553,APPROVED_AMT_APPLICATION_MIN,95,3
554,APPROVED_AMT_APPLICATION_MAX,85,3
555,APPROVED_AMT_APPLICATION_MEAN,57,3
556,APPROVED_AMT_CREDIT_MIN,128,3
557,APPROVED_AMT_CREDIT_MAX,103,3
558,APPROVED_AMT_CREDIT_MEAN,72,3
559,APPROVED_APP_CREDIT_PERC_MIN,113,3
560,APPROVED_APP_CREDIT_PERC_MAX,102,3
561,APPROVED_APP_CREDIT_PERC_MEAN,113,3
562,APPROVED_APP_CREDIT_PERC_VAR,142,3
563,APPROVED_AMT_DOWN_PAYMENT_MIN,61,3
564,APPROVED_AMT_DOWN_PAYMENT_MAX,190,3
565,APPROVED_AMT_DOWN_PAYMENT_MEAN,57,3
566,APPROVED_AMT_GOODS_PRICE_MIN,74,3
567,APPROVED_AMT_GOODS_PRICE_MAX,29,3
568,APPROVED_AMT_GOODS_PRICE_MEAN,43,3
569,APPROVED_HOUR_APPR_PROCESS_START_MIN,65,3
570,APPROVED_HOUR_APPR_PROCESS_START_MAX,69,3
571,APPROVED_HOUR_APPR_PROCESS_START_MEAN,126,3
572,APPROVED_RATE_DOWN_PAYMENT_MIN,55,3
573,APPROVED_RATE_DOWN_PAYMENT_MAX,73,3
574,APPROVED_RATE_DOWN_PAYMENT_MEAN,60,3
575,APPROVED_DAYS_DECISION_MIN,118,3
576,APPROVED_DAYS_DECISION_MAX,230,3
577,APPROVED_DAYS_DECISION_MEAN,126,3
578,APPROVED_CNT_PAYMENT_MEAN,413,3
579,APPROVED_CNT_PAYMENT_SUM,173,3
580,REFUSED_AMT_ANNUITY_MIN,56,3
581,REFUSED_AMT_ANNUITY_MAX,59,3
582,REFUSED_AMT_ANNUITY_MEAN,71,3
583,REFUSED_AMT_APPLICATION_MIN,44,3
584,REFUSED_AMT_APPLICATION_MAX,31,3
585,REFUSED_AMT_APPLICATION_MEAN,28,3
586,REFUSED_AMT_CREDIT_MIN,100,3
587,REFUSED_AMT_CREDIT_MAX,34,3
588,REFUSED_AMT_CREDIT_MEAN,24,3
589,REFUSED_APP_CREDIT_PERC_MIN,62,3
590,REFUSED_APP_CREDIT_PERC_MAX,56,3
591,REFUSED_APP_CREDIT_PERC_MEAN,47,3
592,REFUSED_APP_CREDIT_PERC_VAR,66,3
593,REFUSED_AMT_DOWN_PAYMENT_MIN,13,3
594,REFUSED_AMT_DOWN_PAYMENT_MAX,16,3
595,REFUSED_AMT_DOWN_PAYMENT_MEAN,11,3
596,REFUSED_AMT_GOODS_PRICE_MIN,56,3
597,REFUSED_AMT_GOODS_PRICE_MAX,20,3
598,REFUSED_AMT_GOODS_PRICE_MEAN,66,3
599,REFUSED_HOUR_APPR_PROCESS_START_MIN,36,3
600,REFUSED_HOUR_APPR_PROCESS_START_MAX,24,3
601,REFUSED_HOUR_APPR_PROCESS_START_MEAN,73,3
602,REFUSED_RATE_DOWN_PAYMENT_MIN,22,3
603,REFUSED_RATE_DOWN_PAYMENT_MAX,21,3
604,REFUSED_RATE_DOWN_PAYMENT_MEAN,10,3
605,REFUSED_DAYS_DECISION_MIN,72,3
606,REFUSED_DAYS_DECISION_MAX,89,3
607,REFUSED_DAYS_DECISION_MEAN,95,3
608,REFUSED_CNT_PAYMENT_MEAN,45,3
609,REFUSED_CNT_PAYMENT_SUM,39,3
610,POS_MONTHS_BALANCE_MAX,157,3
611,POS_MONTHS_BALANCE_MEAN,175,3
612,POS_MONTHS_BALANCE_SIZE,230,3
613,POS_SK_DPD_MAX,37,3
614,POS_SK_DPD_MEAN,72,3
615,POS_SK_DPD_DEF_MAX,71,3
616,POS_SK_DPD_DEF_MEAN,131,3
617,POS_NAME_CONTRACT_STATUS_Active_MEAN,211,3
618,POS_NAME_CONTRACT_STATUS_Amortizeddebt_MEAN,0,3
619,POS_NAME_CONTRACT_STATUS_Approved_MEAN,4,3
620,POS_NAME_CONTRACT_STATUS_Canceled_MEAN,0,3
621,POS_NAME_CONTRACT_STATUS_Completed_MEAN,133,3
622,POS_NAME_CONTRACT_STATUS_Demand_MEAN,0,3
623,POS_NAME_CONTRACT_STATUS_Returnedtothestore_MEAN,41,3
624,POS_NAME_CONTRACT_STATUS_Signed_MEAN,60,3
625,POS_NAME_CONTRACT_STATUS_XNA_MEAN,0,3
626,POS_NAME_CONTRACT_STATUS_nan_MEAN,0,3
627,POS_COUNT,13,3
628,INSTAL_NUM_INSTALMENT_VERSION_NUNIQUE,78,3
629,INSTAL_DPD_MAX,79,3
630,INSTAL_DPD_MEAN,353,3
631,INSTAL_DPD_SUM,84,3
632,INSTAL_DBD_MAX,218,3
633,INSTAL_DBD_MEAN,199,3
634,INSTAL_DBD_SUM,282,3
635,INSTAL_PAYMENT_PERC_MAX,29,3
636,INSTAL_PAYMENT_PERC_MEAN,179,3
637,INSTAL_PAYMENT_PERC_SUM,114,3
638,INSTAL_PAYMENT_PERC_VAR,129,3
639,INSTAL_PAYMENT_DIFF_MAX,185,3
640,INSTAL_PAYMENT_DIFF_MEAN,140,3
641,INSTAL_PAYMENT_DIFF_SUM,97,3
642,INSTAL_PAYMENT_DIFF_VAR,93,3
643,INSTAL_AMT_INSTALMENT_MAX,136,3
644,INSTAL_AMT_INSTALMENT_MEAN,91,3
645,INSTAL_AMT_INSTALMENT_SUM,126,3
646,INSTAL_AMT_PAYMENT_MIN,261,3
647,INSTAL_AMT_PAYMENT_MAX,143,3
648,INSTAL_AMT_PAYMENT_MEAN,182,3
649,INSTAL_AMT_PAYMENT_SUM,297,3
650,INSTAL_DAYS_ENTRY_PAYMENT_MAX,404,3
651,INSTAL_DAYS_ENTRY_PAYMENT_MEAN,181,3
652,INSTAL_DAYS_ENTRY_PAYMENT_SUM,205,3
653,INSTAL_COUNT,75,3
654,CC_MONTHS_BALANCE_MIN,8,3
655,CC_MONTHS_BALANCE_MAX,0,3
656,CC_MONTHS_BALANCE_MEAN,21,3
657,CC_MONTHS_BALANCE_SUM,11,3
658,CC_MONTHS_BALANCE_VAR,17,3
659,CC_AMT_BALANCE_MIN,33,3
660,CC_AMT_BALANCE_MAX,27,3
661,CC_AMT_BALANCE_MEAN,52,3
662,CC_AMT_BALANCE_SUM,15,3
663,CC_AMT_BALANCE_VAR,36,3
664,CC_AMT_CREDIT_LIMIT_ACTUAL_MIN,10,3
665,CC_AMT_CREDIT_LIMIT_ACTUAL_MAX,10,3
666,CC_AMT_CREDIT_LIMIT_ACTUAL_MEAN,77,3
667,CC_AMT_CREDIT_LIMIT_ACTUAL_SUM,55,3
668,CC_AMT_CREDIT_LIMIT_ACTUAL_VAR,44,3
669,CC_AMT_DRAWINGS_ATM_CURRENT_MIN,0,3
670,CC_AMT_DRAWINGS_ATM_CURRENT_MAX,35,3
671,CC_AMT_DRAWINGS_ATM_CURRENT_MEAN,46,3
672,CC_AMT_DRAWINGS_ATM_CURRENT_SUM,32,3
673,CC_AMT_DRAWINGS_ATM_CURRENT_VAR,30,3
674,CC_AMT_DRAWINGS_CURRENT_MIN,4,3
675,CC_AMT_DRAWINGS_CURRENT_MAX,23,3
676,CC_AMT_DRAWINGS_CURRENT_MEAN,31,3
677,CC_AMT_DRAWINGS_CURRENT_SUM,41,3
678,CC_AMT_DRAWINGS_CURRENT_VAR,22,3
679,CC_AMT_DRAWINGS_OTHER_CURRENT_MIN,0,3
680,CC_AMT_DRAWINGS_OTHER_CURRENT_MAX,11,3
681,CC_AMT_DRAWINGS_OTHER_CURRENT_MEAN,7,3
682,CC_AMT_DRAWINGS_OTHER_CURRENT_SUM,3,3
683,CC_AMT_DRAWINGS_OTHER_CURRENT_VAR,13,3
684,CC_AMT_DRAWINGS_POS_CURRENT_MIN,15,3
685,CC_AMT_DRAWINGS_POS_CURRENT_MAX,24,3
686,CC_AMT_DRAWINGS_POS_CURRENT_MEAN,7,3
687,CC_AMT_DRAWINGS_POS_CURRENT_SUM,47,3
688,CC_AMT_DRAWINGS_POS_CURRENT_VAR,19,3
689,CC_AMT_INST_MIN_REGULARITY_MIN,2,3
690,CC_AMT_INST_MIN_REGULARITY_MAX,8,3
691,CC_AMT_INST_MIN_REGULARITY_MEAN,25,3
692,CC_AMT_INST_MIN_REGULARITY_SUM,13,3
693,CC_AMT_INST_MIN_REGULARITY_VAR,43,3
694,CC_AMT_PAYMENT_CURRENT_MIN,33,3
695,CC_AMT_PAYMENT_CURRENT_MAX,41,3
696,CC_AMT_PAYMENT_CURRENT_MEAN,87,3
697,CC_AMT_PAYMENT_CURRENT_SUM,66,3
698,CC_AMT_PAYMENT_CURRENT_VAR,72,3
699,CC_AMT_PAYMENT_TOTAL_CURRENT_MIN,12,3
700,CC_AMT_PAYMENT_TOTAL_CURRENT_MAX,20,3
701,CC_AMT_PAYMENT_TOTAL_CURRENT_MEAN,60,3
702,CC_AMT_PAYMENT_TOTAL_CURRENT_SUM,30,3
703,CC_AMT_PAYMENT_TOTAL_CURRENT_VAR,22,3
704,CC_AMT_RECEIVABLE_PRINCIPAL_MIN,6,3
705,CC_AMT_RECEIVABLE_PRINCIPAL_MAX,19,3
706,CC_AMT_RECEIVABLE_PRINCIPAL_MEAN,28,3
707,CC_AMT_RECEIVABLE_PRINCIPAL_SUM,7,3
708,CC_AMT_RECEIVABLE_PRINCIPAL_VAR,27,3
709,CC_AMT_RECIVABLE_MIN,13,3
710,CC_AMT_RECIVABLE_MAX,17,3
711,CC_AMT_RECIVABLE_MEAN,40,3
712,CC_AMT_RECIVABLE_SUM,17,3
713,CC_AMT_RECIVABLE_VAR,23,3
714,CC_AMT_TOTAL_RECEIVABLE_MIN,7,3
715,CC_AMT_TOTAL_RECEIVABLE_MAX,6,3
716,CC_AMT_TOTAL_RECEIVABLE_MEAN,6,3
717,CC_AMT_TOTAL_RECEIVABLE_SUM,2,3
718,CC_AMT_TOTAL_RECEIVABLE_VAR,4,3
719,CC_CNT_DRAWINGS_ATM_CURRENT_MIN,0,3
720,CC_CNT_DRAWINGS_ATM_CURRENT_MAX,15,3
721,CC_CNT_DRAWINGS_ATM_CURRENT_MEAN,147,3
722,CC_CNT_DRAWINGS_ATM_CURRENT_SUM,39,3
723,CC_CNT_DRAWINGS_ATM_CURRENT_VAR,89,3
724,CC_CNT_DRAWINGS_CURRENT_MIN,6,3
725,CC_CNT_DRAWINGS_CURRENT_MAX,48,3
726,CC_CNT_DRAWINGS_CURRENT_MEAN,99,3
727,CC_CNT_DRAWINGS_CURRENT_SUM,30,3
728,CC_CNT_DRAWINGS_CURRENT_VAR,121,3
729,CC_CNT_DRAWINGS_OTHER_CURRENT_MIN,0,3
730,CC_CNT_DRAWINGS_OTHER_CURRENT_MAX,0,3
731,CC_CNT_DRAWINGS_OTHER_CURRENT_MEAN,2,3
732,CC_CNT_DRAWINGS_OTHER_CURRENT_SUM,0,3
733,CC_CNT_DRAWINGS_OTHER_CURRENT_VAR,1,3
